Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2018-03-07,Credit card refinancing,,9.97%,690xx,NE,< 1 year,0.0
18000.0,2018-08-15,Car financing,,100%,900xx,CA,4 years,0.0
1500.0,2016-11-29,Debt consolidation,617.0,27.7%,752xx,TX,< 1 year,0.0
10000.0,2016-03-09,debt_consolidation,,29.65%,980xx,WA,< 1 year,0.0
7000.0,2018-08-05,Other,,65.37%,945xx,CA,< 1 year,0.0
10000.0,2017-08-27,other,,21.51%,393xx,MS,< 1 year,0.0
10000.0,2017-06-29,Debt consolidation,639.0,11.61%,271xx,NC,,0.0
15675.0,2017-11-28,Car financing,612.0,100%,212xx,MD,10+ years,0.0
15000.0,2017-04-18,debt_consolidation,,42.88%,281xx,NC,< 1 year,0.0
2000.0,2014-06-21,car,523.0,2.2%,900xx,CA,< 1 year,0.0
10000.0,2017-12-14,Debt consolidation,643.0,11.99%,852xx,AZ,< 1 year,0.0
15000.0,2018-11-05,Debt consolidation,,13.48%,297xx,SC,< 1 year,0.0
10000.0,2018-06-19,Credit card refinancing,,14.92%,797xx,TX,< 1 year,0.0
25000.0,2014-08-31,debt_consolidation,,-1%,073xx,NJ,< 1 year,0.0
15000.0,2015-05-19,Credit card refinancing,,15.68%,853xx,AZ,9 years,0.0
6000.0,2017-06-12,home_improvement,,68.86%,193xx,PA,,0.0
1500.0,2018-12-20,Debt consolidation,,14.46%,481xx,MI,< 1 year,0.0
40000.0,2017-09-24,Debt consolidation,622.0,15.43%,115xx,NY,< 1 year,0.0
2000.0,2017-04-11,credit_card,,46.09%,077xx,NJ,5 years,0.0
5000.0,2014-04-22,major_purchase,637.0,44.4%,021xx,MA,< 1 year,0.0
35000.0,2014-03-22,debt_consolidation,596.0,12.17%,601xx,IL,< 1 year,0.0
2500.0,2017-11-08,Debt consolidation,629.0,56.55%,441xx,OH,< 1 year,0.0
6000.0,2016-12-18,credit_card,,11.64%,601xx,IL,< 1 year,0.0
10000.0,2018-07-31,Major purchase,,14%,801xx,CO,< 1 year,0.0
15000.0,2014-07-09,debt_consolidation,638.0,9.23%,331xx,FL,5 years,0.0
20000.0,2015-08-17,debt_consolidation,612.0,39.82%,720xx,AR,< 1 year,0.0
20000.0,2018-10-27,Major purchase,,1.69%,310xx,GA,< 1 year,0.0
15000.0,2016-04-16,debt_consolidation,,11.77%,074xx,NJ,5 years,0.0
6000.0,2015-08-22,debt_consolidation,,19.88%,760xx,TX,< 1 year,0.0
2000.0,2016-12-12,other,,2.19%,177xx,PA,5 years,0.0
3500.0,2018-08-28,Debt consolidation,,100%,558xx,MN,< 1 year,0.0
15000.0,2018-05-25,Debt consolidation,,26.6%,493xx,MI,< 1 year,0.0
8000.0,2015-08-13,Debt consolidation,,21.36%,666xx,KS,,0.0
35000.0,2017-09-07,debt_consolidation,,-1%,350xx,AL,5 years,0.0
40000.0,2017-10-23,Credit card refinancing,684.0,26.33%,926xx,CA,< 1 year,0.0
30000.0,2017-06-28,Other,693.0,18.75%,153xx,PA,< 1 year,0.0
4000.0,2015-07-10,debt_consolidation,,34.76%,285xx,NC,< 1 year,0.0
2500.0,2018-11-17,Other,,0%,968xx,HI,< 1 year,0.0
10000.0,2016-07-03,debt_consolidation,,28.9%,272xx,NC,< 1 year,0.0
3500.0,2017-05-07,debt_consolidation,,-1%,748xx,OK,< 1 year,0.0
10000.0,2015-08-27,other,,42.84%,300xx,GA,< 1 year,0.0
1000.0,2017-08-04,Business,501.0,72.75%,935xx,CA,< 1 year,0.0
35000.0,2016-01-12,Debt consolidation,,27.75%,117xx,NY,3 years,0.0
20000.0,2016-12-05,Debt consolidation,568.0,26.44%,371xx,TN,< 1 year,0.0
3200.0,2018-12-11,Other,,41.32%,465xx,IN,< 1 year,0.0
9000.0,2016-03-05,other,,15.97%,243xx,VA,< 1 year,0.0
35000.0,2016-12-23,car,,54.06%,770xx,TX,< 1 year,0.0
1000.0,2014-10-02,medical,501.0,5.29%,373xx,TN,< 1 year,0.0
10000.0,2016-03-30,major_purchase,,8.92%,339xx,FL,< 1 year,0.0
35000.0,2018-10-01,Debt consolidation,,49.92%,028xx,RI,< 1 year,0.0
35000.0,2017-05-31,debt_consolidation,,-1%,339xx,FL,5 years,0.0
13500.0,2018-07-09,Debt consolidation,,23.94%,057xx,VT,< 1 year,0.0
3000.0,2018-04-03,Debt consolidation,,10.46%,217xx,MD,< 1 year,0.0
25000.0,2014-11-17,debt_consolidation,769.0,27.47%,917xx,CA,< 1 year,0.0
40000.0,2018-09-27,Debt consolidation,,47.53%,841xx,UT,< 1 year,0.0
4000.0,2017-09-02,other,,34.99%,932xx,CA,< 1 year,0.0
30000.0,2015-03-06,debt_consolidation,,48.6%,309xx,GA,< 1 year,0.0
20000.0,2016-12-19,Debt consolidation,599.0,23.45%,234xx,VA,< 1 year,0.0
20000.0,2018-05-21,Credit card refinancing,,14.31%,921xx,CA,< 1 year,0.0
5000.0,2018-05-16,Other,,16.57%,441xx,OH,< 1 year,0.0
6000.0,2010-04-24,debt_consolidation,687.0,31.66%,016xx,MA,< 1 year,0.0
2000.0,2017-08-07,other,,8.68%,282xx,NC,< 1 year,0.0
5000.0,2015-08-23,other,,0%,112xx,NY,< 1 year,0.0
20000.0,2015-07-27,other,,19.63%,115xx,NY,< 1 year,0.0
11000.0,2017-03-07,Debt consolidation,667.0,39.29%,945xx,CA,< 1 year,0.0
10000.0,2016-02-08,other,,1.55%,220xx,VA,< 1 year,0.0
15000.0,2018-07-24,Credit card refinancing,,32.47%,127xx,NY,< 1 year,0.0
5000.0,2017-10-20,Debt consolidation,532.0,24.03%,206xx,MD,< 1 year,0.0
2000.0,2013-03-06,debt_consolidation,657.0,4.94%,383xx,GA,< 1 year,0.0
5000.0,2016-11-28,Home improvement,,30.2%,357xx,AL,,0.0
6000.0,2018-11-02,Car financing,,100%,103xx,NY,< 1 year,0.0
5000.0,2017-06-29,moving,,0%,956xx,CA,,0.0
8000.0,2016-02-08,credit_card,,22.24%,970xx,OR,5 years,0.0
2000.0,2016-12-26,debt_consolidation,,18.23%,967xx,HI,5 years,0.0
35000.0,2015-09-24,debt_consolidation,,16.78%,346xx,FL,< 1 year,0.0
1200.0,2018-12-08,Other,,52.75%,156xx,PA,< 1 year,0.0
15000.0,2016-01-29,Debt consolidation,700.0,22.41%,334xx,FL,,0.0
12000.0,2017-03-12,other,,7.36%,207xx,MD,,0.0
5000.0,2018-11-06,Home buying,,32.25%,483xx,MI,< 1 year,0.0
20000.0,2018-05-25,Debt consolidation,,6.37%,070xx,NJ,< 1 year,0.0
10000.0,2015-06-19,vacation,,5.47%,606xx,IL,5 years,0.0
10000.0,2018-06-18,Car financing,,14.55%,027xx,MA,< 1 year,0.0
15000.0,2017-08-31,small_business,,32.04%,801xx,CO,5 years,0.0
10000.0,2018-02-13,Debt consolidation,,11.96%,925xx,CA,< 1 year,0.0
4000.0,2018-07-21,Debt consolidation,,0.93%,774xx,TX,< 1 year,0.0
10000.0,2016-09-26,Debt consolidation,674.0,13.64%,446xx,OH,< 1 year,0.0
4000.0,2018-04-16,Moving and relocation,,16.2%,902xx,CA,< 1 year,0.0
3500.0,2018-02-09,Debt consolidation,,52.15%,447xx,OH,< 1 year,0.0
15000.0,2015-01-15,debt_consolidation,558.0,26.73%,480xx,MI,< 1 year,0.0
10000.0,2018-02-06,Debt consolidation,,23.82%,336xx,FL,< 1 year,0.0
1000.0,2018-07-01,Other,642.0,9.29%,927xx,CA,< 1 year,0.0
12000.0,2012-07-24,debt_consolidation,712.0,2.08%,146xx,NY,< 1 year,0.0
25000.0,2018-08-30,Debt consolidation,,44.59%,662xx,KS,< 1 year,0.0
20000.0,2018-11-26,Credit card refinancing,,27.95%,147xx,NY,< 1 year,0.0
4000.0,2015-06-24,debt_consolidation,,40.48%,604xx,IL,< 1 year,0.0
125000.0,2018-05-24,Business Loan,,-1%,770xx,TX,< 1 year,0.0
15000.0,2018-06-14,Debt consolidation,,36.79%,364xx,AL,< 1 year,0.0
5000.0,2016-06-23,debt_consolidation,,34.38%,302xx,GA,< 1 year,0.0
1000.0,2018-12-12,Other,,8.75%,625xx,IL,< 1 year,0.0
35000.0,2017-10-08,Credit card refinancing,,100%,472xx,IN,< 1 year,0.0
5000.0,2015-12-31,Medical expenses,,20.34%,107xx,NY,10+ years,0.0
35000.0,2015-02-25,debt_consolidation,701.0,11.85%,975xx,OR,< 1 year,0.0
1800.0,2016-03-24,moving,,10.47%,601xx,IL,5 years,0.0
4000.0,2016-07-20,debt_consolidation,,15.53%,900xx,CA,5 years,0.0
20000.0,2013-07-13,home_improvement,617.0,6.17%,486xx,MI,< 1 year,0.0
16800.0,2014-01-30,debt_consolidation,659.0,21.31%,209xx,MD,< 1 year,0.0
15000.0,2016-09-16,Credit card refinancing,,25.27%,148xx,NY,7 years,0.0
10000.0,2018-08-24,Business,,30.12%,786xx,TX,< 1 year,0.0
10000.0,2018-09-17,Debt consolidation,,9.03%,194xx,PA,< 1 year,0.0
20000.0,2018-04-09,Debt consolidation,,32.08%,418xx,KY,< 1 year,0.0
3000.0,2014-04-07,debt_consolidation,674.0,3.2%,207xx,MD,< 1 year,0.0
2500.0,2016-01-18,debt_consolidation,,29.6%,385xx,TN,5 years,0.0
25000.0,2017-05-30,small_business,,20.43%,754xx,TX,5 years,0.0
10000.0,2017-05-03,debt_consolidation,,17.22%,532xx,WI,< 1 year,0.0
25000.0,2017-02-10,Debt consolidation,760.0,76.02%,088xx,NJ,< 1 year,0.0
5000.0,2016-11-28,Debt consolidation,658.0,66.7%,422xx,KY,< 1 year,0.0
20000.0,2013-07-03,debt_consolidation,722.0,36.3%,342xx,FL,< 1 year,0.0
15000.0,2017-01-16,Debt consolidation,612.0,73.36%,300xx,GA,< 1 year,0.0
35000.0,2018-02-27,Debt consolidation,700.0,51.98%,190xx,PA,< 1 year,0.0
40000.0,2016-08-24,debt_consolidation,,23.81%,152xx,PA,< 1 year,0.0
10000.0,2016-01-07,debt_consolidation,643.0,24600%,922xx,CA,< 1 year,0.0
35000.0,2017-07-23,car,574.0,1.01%,330xx,FL,1 year,0.0
8000.0,2017-09-11,Debt consolidation,658.0,25.4%,303xx,GA,< 1 year,0.0
12000.0,2017-02-03,major_purchase,,-1%,315xx,GA,< 1 year,0.0
1000.0,2014-12-09,other,503.0,61.01%,571xx,SD,< 1 year,0.0
10000.0,2018-10-16,Debt consolidation,,310.13%,313xx,GA,< 1 year,0.0
2000.0,2018-09-19,Debt consolidation,,1.93%,010xx,MA,< 1 year,0.0
35000.0,2018-09-25,Debt consolidation,,26.82%,334xx,FL,< 1 year,0.0
3000.0,2016-12-23,credit_card,,32%,882xx,NM,5 years,0.0
30000.0,2018-10-07,Debt consolidation,,47.85%,087xx,NJ,< 1 year,0.0
2000.0,2016-09-06,debt_consolidation,,34.1%,631xx,MO,< 1 year,0.0
5000.0,2017-10-19,Debt consolidation,608.0,25.73%,410xx,KY,< 1 year,0.0
40000.0,2018-08-24,Credit card refinancing,,23.71%,785xx,TX,< 1 year,0.0
10000.0,2018-08-18,Debt consolidation,,19.03%,714xx,LA,< 1 year,0.0
25000.0,2014-08-27,medical,606.0,0.41%,907xx,CA,5 years,0.0
10000.0,2016-07-07,other,,43.25%,981xx,WA,< 1 year,0.0
5000.0,2017-12-04,Other,663.0,12.46%,114xx,NY,< 1 year,0.0
8000.0,2018-03-20,Debt consolidation,,1.12%,114xx,NY,< 1 year,0.0
30000.0,2015-08-10,debt_consolidation,,8.3%,480xx,MI,< 1 year,0.0
10000.0,2017-07-22,debt_consolidation,,24.86%,776xx,TX,< 1 year,0.0
1500.0,2014-07-03,credit_card,698.0,5%,481xx,MI,< 1 year,0.0
3500.0,2018-10-14,Medical expenses,,51.82%,600xx,IL,< 1 year,0.0
10000.0,2010-02-18,home_improvement,641.0,14.96%,080xx,NJ,10+ years,0.0
10000.0,2017-07-11,debt_consolidation,,35.72%,323xx,FL,< 1 year,0.0
10000.0,2017-10-15,debt_consolidation,,31.49%,274xx,NC,< 1 year,0.0
4000.0,2017-01-26,other,,7%,230xx,VA,< 1 year,0.0
1500.0,2015-12-10,other,,22.19%,481xx,MI,< 1 year,0.0
22000.0,2016-01-20,debt_consolidation,711.0,26.69%,809xx,CO,< 1 year,0.0
20000.0,2018-08-16,Debt consolidation,,23.97%,378xx,TN,< 1 year,0.0
5000.0,2015-03-11,car,,0%,598xx,MT,< 1 year,0.0
40000.0,2016-08-12,debt_consolidation,,44.19%,328xx,FL,< 1 year,0.0
3000.0,2015-07-06,debt_consolidation,,6.54%,940xx,CA,< 1 year,0.0
10000.0,2016-11-21,Home improvement,579.0,25.58%,774xx,TX,< 1 year,0.0
4000.0,2016-09-26,debt_consolidation,,15.23%,234xx,VA,< 1 year,0.0
35000.0,2016-04-07,debt_consolidation,,32.62%,207xx,MD,< 1 year,0.0
15000.0,2018-09-01,Debt consolidation,,100%,070xx,NJ,< 1 year,0.0
2500.0,2018-08-28,Business,,11.72%,322xx,FL,5 years,0.0
4000.0,2014-06-20,credit_card,613.0,39.37%,103xx,NY,< 1 year,0.0
6500.0,2017-11-17,Credit card refinancing,650.0,29.96%,633xx,MO,< 1 year,0.0
1000.0,2015-07-10,other,,39.54%,302xx,GA,< 1 year,0.0
20000.0,2017-05-30,Business,678.0,2.61%,930xx,CA,< 1 year,0.0
5000.0,2017-05-21,car,,15.7%,023xx,MA,5 years,0.0
12000.0,2018-05-23,Debt consolidation,,35.28%,441xx,OH,< 1 year,0.0
13500.0,2018-11-08,Credit card refinancing,,100%,637xx,MO,< 1 year,0.0
10000.0,2017-04-18,home_improvement,,3.14%,212xx,MD,< 1 year,0.0
35000.0,2015-11-16,debt_consolidation,,39.96%,130xx,NY,< 1 year,0.0
15000.0,2014-07-25,medical,595.0,20.9%,067xx,CT,< 1 year,0.0
40000.0,2018-02-12,Debt consolidation,,13.29%,432xx,OH,< 1 year,0.0
20000.0,2017-08-15,Debt consolidation,766.0,40.09%,302xx,GA,< 1 year,0.0
3200.0,2017-09-13,Debt consolidation,664.0,9.71%,217xx,MD,< 1 year,0.0
7500.0,2018-02-18,Debt consolidation,,100%,286xx,NC,< 1 year,0.0
1000.0,2018-04-02,Debt consolidation,,7.25%,337xx,FL,< 1 year,0.0
9575.0,2017-10-23,Credit card refinancing,666.0,26.13%,028xx,RI,< 1 year,0.0
29850.0,2018-07-26,Car financing,,100%,953xx,CA,< 1 year,0.0
32800.0,2014-02-17,debt_consolidation,712.0,26.99%,183xx,PA,< 1 year,0.0
7500.0,2015-12-11,major_purchase,,47.71%,113xx,NY,< 1 year,0.0
8000.0,2014-06-09,debt_consolidation,677.0,11.52%,920xx,CA,< 1 year,0.0
1000.0,2017-07-18,other,,38.8%,782xx,TX,< 1 year,0.0
7000.0,2018-07-06,Debt consolidation,,26.72%,236xx,VA,< 1 year,0.0
4000.0,2014-08-07,debt_consolidation,,-1%,750xx,TX,< 1 year,0.0
25000.0,2017-11-14,Debt consolidation,,100%,481xx,MI,< 1 year,0.0
6000.0,2015-06-10,debt_consolidation,,3.2%,908xx,CA,< 1 year,0.0
10000.0,2016-07-29,car,559.0,0%,606xx,IL,< 1 year,0.0
5000.0,2018-10-31,Home improvement,,1.1%,551xx,MN,< 1 year,0.0
30000.0,2018-02-16,Debt consolidation,,10.61%,027xx,MA,< 1 year,0.0
33000.0,2017-05-11,Debt consolidation,651.0,17.41%,207xx,MD,10+ years,0.0
1000.0,2017-01-24,debt_consolidation,,1.95%,923xx,CA,5 years,0.0
5000.0,2015-06-26,debt_consolidation,631.0,18.46%,301xx,GA,< 1 year,0.0
3000.0,2016-10-17,other,,6%,062xx,CT,,0.0
15000.0,2018-04-25,Debt consolidation,,30.02%,800xx,CO,10+ years,0.0
35000.0,2016-01-18,home_improvement,,36.18%,633xx,MO,5 years,0.0
8000.0,2017-11-29,Debt consolidation,615.0,8.8%,982xx,WA,< 1 year,0.0
15000.0,2017-11-25,Debt consolidation,755.0,8.87%,197xx,DE,< 1 year,0.0
40000.0,2016-10-11,debt_consolidation,,23.5%,937xx,CA,< 1 year,0.0
6000.0,2017-03-28,home_improvement,,20.3%,760xx,TX,,0.0
4000.0,2016-01-23,debt_consolidation,670.0,71.73%,680xx,NE,< 1 year,0.0
35000.0,2018-01-22,Debt consolidation,,14.2%,210xx,MD,< 1 year,0.0
1000.0,2018-12-26,Debt consolidation,531.0,0%,951xx,CA,< 1 year,0.0
10000.0,2018-05-08,Debt consolidation,,189.42%,109xx,NY,< 1 year,0.0
35000.0,2014-09-25,debt_consolidation,674.0,31.39%,596xx,MT,< 1 year,0.0
20000.0,2016-11-02,debt_consolidation,,6.84%,953xx,CA,5 years,0.0
20000.0,2016-11-23,Credit card refinancing,761.0,58.02%,030xx,NH,< 1 year,0.0
15000.0,2017-03-15,other,,28.37%,951xx,CA,< 1 year,0.0
30000.0,2018-12-10,Debt consolidation,,22.88%,431xx,OH,< 1 year,0.0
10000.0,2014-08-14,credit_card,565.0,29.04%,297xx,SC,< 1 year,0.0
5000.0,2016-10-09,credit_card,,21.65%,891xx,NV,5 years,0.0
2000.0,2014-02-21,car,501.0,227.63%,970xx,OR,< 1 year,0.0
1500.0,2013-04-13,Relocation,690.0,7.92%,238xx,VA,< 1 year,0.0
10000.0,2013-10-28,debt_consolidation,723.0,59.35%,762xx,TX,< 1 year,0.0
5000.0,2018-11-06,Home improvement,,18.23%,330xx,FL,< 1 year,0.0
25000.0,2017-03-18,Debt consolidation,654.0,22.39%,329xx,FL,< 1 year,0.0
5000.0,2017-10-18,Other,564.0,13.55%,799xx,TX,< 1 year,0.0
25000.0,2018-09-20,Debt consolidation,,9.83%,851xx,AZ,< 1 year,0.0
16000.0,2018-02-20,Debt consolidation,,21.26%,305xx,GA,< 1 year,0.0
3000.0,2016-11-30,Debt consolidation,643.0,13.29%,660xx,KS,< 1 year,0.0
2000.0,2015-05-14,medical,,12.66%,853xx,AZ,< 1 year,0.0
2000.0,2016-09-04,debt_consolidation,,3.42%,328xx,FL,< 1 year,0.0
2000.0,2018-06-11,Other,,30.33%,107xx,NY,< 1 year,0.0
10000.0,2017-10-18,Debt consolidation,629.0,20.51%,802xx,CO,< 1 year,0.0
2000.0,2017-12-27,Other,577.0,185.8%,320xx,FL,< 1 year,0.0
4000.0,2014-05-22,debt_consolidation,654.0,23.4%,604xx,IL,< 1 year,0.0
35000.0,2016-06-30,house,,0%,373xx,TN,5 years,0.0
25000.0,2014-03-07,Home improvement,728.0,0.39%,341xx,FL,5 years,0.0
3000.0,2015-04-26,other,558.0,0.8%,104xx,NY,< 1 year,0.0
10000.0,2017-10-04,Debt consolidation,645.0,3.03%,070xx,NJ,< 1 year,0.0
25000.0,2015-11-14,Business Loan,,-1%,381xx,TN,< 1 year,0.0
40000.0,2016-04-06,debt_consolidation,,1.02%,117xx,NY,< 1 year,0.0
10000.0,2013-06-14,other,627.0,8.74%,324xx,FL,< 1 year,0.0
40000.0,2018-02-28,Debt consolidation,,20.5%,474xx,IN,< 1 year,0.0
35000.0,2018-09-23,Major purchase,,2.26%,891xx,NV,< 1 year,0.0
10000.0,2018-08-03,Debt consolidation,,15.95%,919xx,CA,< 1 year,0.0
15000.0,2015-01-21,credit_card,678.0,7.51%,328xx,FL,< 1 year,0.0
35000.0,2014-10-02,small_business,702.0,13.88%,315xx,GA,< 1 year,0.0
8800.0,2018-05-13,Car financing,,12.72%,163xx,PA,< 1 year,0.0
15000.0,2017-09-24,Debt consolidation,650.0,34.17%,240xx,VA,< 1 year,0.0
14000.0,2011-10-27,debt_consolidation,593.0,31.05%,080xx,GA,< 1 year,0.0
20000.0,2017-12-01,Debt consolidation,656.0,57.25%,604xx,IL,< 1 year,0.0
1000.0,2016-05-31,other,,16.52%,325xx,FL,< 1 year,0.0
30000.0,2013-11-10,credit_card,690.0,27.97%,259xx,WV,< 1 year,0.0
5000.0,2016-06-23,car,,3.6%,146xx,NY,5 years,0.0
12000.0,2016-10-24,Green loan,627.0,151.18%,104xx,NY,< 1 year,0.0
20000.0,2016-08-09,small_business,,6.65%,765xx,TX,5 years,0.0
3000.0,2015-07-07,major_purchase,,-1%,954xx,CA,< 1 year,0.0
30000.0,2016-03-08,debt_consolidation,,18.71%,300xx,GA,< 1 year,0.0
1550.0,2009-05-20,Student Loan,628.0,132%,174xx,PA,< 1 year,0.0
10000.0,2017-10-05,other,,23.34%,483xx,MI,< 1 year,0.0
12000.0,2014-11-04,debt_consolidation,708.0,4.74%,391xx,MS,< 1 year,0.0
5000.0,2015-11-03,other,,3.45%,462xx,IN,< 1 year,0.0
10000.0,2017-10-02,debt_consolidation,,1.93%,920xx,CA,< 1 year,0.0
12000.0,2018-12-31,Debt consolidation,,32.03%,291xx,SC,,0.0
3000.0,2016-06-28,credit_card,,5.34%,550xx,MN,5 years,0.0
4000.0,2018-11-29,Debt consolidation,,21.05%,953xx,CA,< 1 year,0.0
8000.0,2018-12-21,Debt consolidation,,17.7%,129xx,NY,< 1 year,0.0
20000.0,2014-05-03,Other,726.0,0.54%,945xx,CA,10+ years,0.0
35000.0,2015-02-23,debt_consolidation,660.0,55.57%,028xx,RI,< 1 year,0.0
10000.0,2018-02-12,Debt consolidation,,43.4%,765xx,TX,< 1 year,0.0
10000.0,2015-02-18,debt_consolidation,523.0,17.79%,806xx,CO,< 1 year,0.0
10000.0,2018-12-28,Other,,14.34%,750xx,TX,< 1 year,0.0
20000.0,2016-09-14,debt_consolidation,,17.96%,450xx,OH,< 1 year,0.0
5000.0,2018-07-19,Credit card refinancing,,24.85%,210xx,MD,< 1 year,0.0
15000.0,2018-11-18,Credit card refinancing,,59.09%,088xx,NJ,< 1 year,0.0
35000.0,2018-11-12,Debt consolidation,,44.53%,297xx,SC,< 1 year,0.0
2000.0,2016-10-25,debt_consolidation,,23.04%,281xx,NC,< 1 year,0.0
6000.0,2017-03-15,Other,569.0,1.68%,996xx,AK,< 1 year,0.0
2500.0,2014-07-10,debt_consolidation,,-1%,370xx,TN,< 1 year,0.0
30000.0,2014-06-11,Debt consolidation,704.0,4.9%,891xx,NV,10+ years,0.0
9500.0,2017-12-02,Other,,100%,113xx,NY,< 1 year,0.0
40000.0,2017-06-26,Home buying,,-1%,233xx,VA,< 1 year,0.0
15000.0,2014-01-17,home_improvement,681.0,91.41%,010xx,MA,< 1 year,0.0
10000.0,2017-08-16,credit_card,,24.59%,219xx,MD,5 years,0.0
1000.0,2018-07-02,Credit card refinancing,,21.94%,606xx,IL,< 1 year,0.0
1000.0,2018-01-05,Medical expenses,,0%,395xx,MS,< 1 year,0.0
3000.0,2016-07-14,other,,9.43%,631xx,MO,< 1 year,0.0
23200.0,2017-02-27,debt_consolidation,,40.4%,945xx,CA,5 years,0.0
25000.0,2017-02-16,Debt consolidation,621.0,170%,212xx,MD,< 1 year,0.0
8000.0,2018-07-29,Other,,20.36%,151xx,PA,< 1 year,0.0
15000.0,2012-12-12,credit_card,674.0,48.8%,286xx,NC,< 1 year,0.0
2000.0,2015-07-27,moving,,232.57%,469xx,IN,< 1 year,0.0
10000.0,2018-10-29,Other,,17.33%,071xx,NJ,< 1 year,0.0
3500.0,2015-07-06,other,,11.88%,077xx,NJ,< 1 year,0.0
35000.0,2016-08-02,debt_consolidation,,30.82%,495xx,MI,< 1 year,0.0
6500.0,2017-08-30,Debt consolidation,706.0,37.91%,017xx,MA,< 1 year,0.0
10000.0,2017-08-11,debt_consolidation,,-1%,752xx,TX,< 1 year,0.0
10000.0,2017-07-12,medical,,0.3%,721xx,AR,5 years,0.0
40000.0,2017-05-30,debt_consolidation,,54.45%,939xx,CA,< 1 year,0.0
5000.0,2014-10-14,credit_card,605.0,39.87%,452xx,OH,< 1 year,0.0
1000.0,2017-09-21,Other,628.0,8.27%,071xx,NJ,< 1 year,0.0
10000.0,2015-05-24,debt_consolidation,,8.24%,919xx,CA,5 years,0.0
6225.0,2018-11-21,Debt consolidation,,100%,805xx,CO,< 1 year,0.0
35000.0,2018-12-08,Home buying,,36.32%,377xx,TN,< 1 year,0.0
30000.0,2017-01-05,Debt consolidation,651.0,54.09%,391xx,MS,< 1 year,0.0
15000.0,2014-02-09,house,547.0,1.9%,194xx,PA,< 1 year,0.0
10000.0,2018-01-08,Business,573.0,2%,726xx,AR,< 1 year,0.0
3000.0,2015-01-28,medical,597.0,264.35%,725xx,AR,< 1 year,0.0
5000.0,2016-01-06,Debt consolidation,,4.27%,301xx,GA,5 years,0.0
2500.0,2015-06-10,home_improvement,,33.46%,640xx,MO,< 1 year,0.0
1500.0,2018-06-14,Debt consolidation,,9.24%,547xx,WI,< 1 year,0.0
11000.0,2014-12-11,credit_card,647.0,17.63%,761xx,TX,< 1 year,0.0
17500.0,2017-01-03,car,,13.3%,926xx,CA,5 years,0.0
5000.0,2015-11-07,vacation,,5.31%,606xx,IL,< 1 year,0.0
10000.0,2018-11-18,Debt consolidation,,100%,200xx,DC,< 1 year,0.0
30000.0,2018-12-09,Home buying,,4.98%,150xx,PA,,0.0
10000.0,2017-05-26,debt_consolidation,,12.54%,017xx,MA,< 1 year,0.0
20000.0,2017-02-10,debt_consolidation,,13.4%,551xx,MN,< 1 year,0.0
10000.0,2018-07-04,Debt consolidation,,19.41%,988xx,WA,< 1 year,0.0
21000.0,2015-01-01,debt_consolidation,714.0,0.33%,077xx,NJ,< 1 year,0.0
25000.0,2015-11-05,other,,1.09%,302xx,GA,,0.0
5000.0,2017-08-15,debt_consolidation,,9999%,985xx,WA,< 1 year,0.0
5000.0,2015-01-20,car,614.0,18.19%,330xx,FL,< 1 year,0.0
20000.0,2015-01-03,debt_consolidation,568.0,14.79%,940xx,CA,< 1 year,0.0
30000.0,2016-10-13,Debt consolidation,677.0,31.23%,314xx,GA,< 1 year,0.0
5000.0,2013-12-05,credit_card,721.0,31.91%,300xx,GA,< 1 year,0.0
15000.0,2017-06-05,debt_consolidation,,31.64%,392xx,MS,5 years,0.0
20000.0,2018-11-15,Debt consolidation,,100%,236xx,VA,< 1 year,0.0
5000.0,2018-10-26,Debt consolidation,,47.66%,229xx,VA,< 1 year,0.0
7500.0,2015-02-05,debt_consolidation,563.0,21.3%,988xx,WA,< 1 year,0.0
10000.0,2017-09-19,Debt consolidation,599.0,7.16%,234xx,VA,< 1 year,0.0
2475.0,2016-10-17,major_purchase,,70.37%,430xx,OH,5 years,0.0
6000.0,2017-02-08,credit_card,,22.58%,294xx,SC,5 years,0.0
8000.0,2017-11-09,Major purchase,600.0,176.9%,802xx,CO,< 1 year,0.0
10000.0,2015-10-15,debt_consolidation,,41.56%,109xx,NY,< 1 year,0.0
2000.0,2016-11-29,Other,680.0,17.28%,373xx,TN,< 1 year,0.0
4000.0,2018-08-31,Other,,6.72%,894xx,NV,< 1 year,0.0
10000.0,2014-08-17,home_improvement,685.0,27.18%,953xx,CA,< 1 year,0.0
1000.0,2016-03-29,other,,35.2%,310xx,GA,5 years,0.0
1500.0,2016-09-21,debt_consolidation,,41.08%,301xx,GA,5 years,0.0
2000.0,2018-08-23,Business,,18.1%,775xx,TX,< 1 year,0.0
22000.0,2017-04-15,Debt consolidation,666.0,37.51%,352xx,AL,< 1 year,0.0
4000.0,2014-08-03,small_business,533.0,4.92%,922xx,CA,< 1 year,0.0
5000.0,2018-04-22,Other,,0.63%,235xx,VA,< 1 year,0.0
15000.0,2014-12-28,debt_consolidation,567.0,19.33%,880xx,NM,< 1 year,0.0
10000.0,2018-10-21,Debt consolidation,,24.44%,900xx,CA,< 1 year,0.0
10000.0,2016-10-12,debt_consolidation,,17225%,493xx,MI,< 1 year,0.0
5000.0,2018-08-06,Debt consolidation,,18.43%,044xx,ME,< 1 year,0.0
